Relationship_ID,Relation_ID,Source_Entity,Source_ID,Relationship_Type,Target_Entity,Target_ID
REL_0390,R009,Publication,29053210,SUPPORTS,Gene,4507
REL_0391,R010,Publication,29053210,SUPPORTS,Protein,Q99426
REL_0392,R010,Publication,29053210,SUPPORTS,Protein,Q13126
REL_0393,R011,Publication,29053210,SUPPORTS,Pathway,hsa04110
REL_0394,R013,Publication,29053210,SUPPORTS,Disease,DOID: 7474
REL_0395,R009,Publication,28213009,SUPPORTS,Gene,8314
REL_0396,R009,Publication,28213009,SUPPORTS,Gene,1029
REL_0397,R010,Publication,28213009,SUPPORTS,Protein,Q99426
REL_0398,R010,Publication,28213009,SUPPORTS,Protein,Q13126
REL_0399,R011,Publication,28213009,SUPPORTS,Pathway,hsa04110
REL_0400,R013,Publication,28213009,SUPPORTS,Disease,DOID: 7474
REL_0401,R009,Publication,31267149,SUPPORTS,Gene,10232
REL_0402,R009,Publication,31267149,SUPPORTS,Gene,794
REL_0403,R010,Publication,31267149,SUPPORTS,Protein,Q13421
REL_0404,R010,Publication,31267149,SUPPORTS,Protein,P22676
REL_0405,R013,Publication,31267149,SUPPORTS,Disease,DOID: 7474
REL_0406,R009,Publication,25774992,SUPPORTS,Gene,29126
REL_0407,R013,Publication,25774992,SUPPORTS,Disease,DOID: 7474
REL_0408,R009,Publication,29105302,SUPPORTS,Gene,29126
REL_0409,R013,Publication,29105302,SUPPORTS,Disease,DOID: 7474
REL_0410,R009,Publication,30145072,SUPPORTS,Gene,8314
REL_0411,R009,Publication,30145072,SUPPORTS,Gene,10232
REL_0412,R009,Publication,30145072,SUPPORTS,Gene,29126
REL_0413,R010,Publication,30145072,SUPPORTS,Protein,Q99426
REL_0414,R010,Publication,30145072,SUPPORTS,Protein,Q13421
REL_0415,R013,Publication,30145072,SUPPORTS,Disease,DOID: 7474
REL_0416,R009,Publication,33062064,SUPPORTS,Gene,29126
REL_0417,R013,Publication,33062064,SUPPORTS,Disease,DOID: 7474
REL_0418,R009,Publication,30278643,SUPPORTS,Gene,8314
REL_0419,R010,Publication,30278643,SUPPORTS,Protein,Q99426
REL_0420,R013,Publication,30278643,SUPPORTS,Disease,DOID: 7474
REL_0421,R009,Publication,30504752,SUPPORTS,Gene,8314
REL_0422,R009,Publication,30504752,SUPPORTS,Gene,1029
REL_0423,R010,Publication,30504752,SUPPORTS,Protein,Q99426
REL_0424,R010,Publication,30504752,SUPPORTS,Protein,Q13126
REL_0425,R011,Publication,30504752,SUPPORTS,Pathway,hsa04110
REL_0426,R013,Publication,30504752,SUPPORTS,Disease,DOID: 7474
REL_0427,R009,Publication,32305010,SUPPORTS,Gene,10232
REL_0428,R010,Publication,32305010,SUPPORTS,Protein,Q13421
REL_0429,R013,Publication,32305010,SUPPORTS,Disease,DOID: 7474
REL_0430,R009,Publication,31200938,SUPPORTS,Gene,5133
REL_0431,R012,Publication,31200938,SUPPORTS,Drug,DB09035
REL_0432,R013,Publication,31200938,SUPPORTS,Disease,DOID: 7474
REL_0433,R009,Publication,33446595,SUPPORTS,Gene,8314
REL_0434,R009,Publication,33446595,SUPPORTS,Gene,4771
REL_0435,R009,Publication,33446595,SUPPORTS,Gene,1029
REL_0436,R009,Publication,33446595,SUPPORTS,Gene,29126
REL_0437,R010,Publication,33446595,SUPPORTS,Protein,Q99426
REL_0438,R011,Publication,33446595,SUPPORTS,Pathway,hsa04390
REL_0439,R013,Publication,33446595,SUPPORTS,Disease,DOID: 7474
REL_0440,R009,Publication,40578509,SUPPORTS,Gene,8314
REL_0441,R009,Publication,40578509,SUPPORTS,Gene,1029
REL_0442,R009,Publication,40578509,SUPPORTS,Gene,4507
REL_0443,R009,Publication,40578509,SUPPORTS,Gene,4771
REL_0444,R010,Publication,40578509,SUPPORTS,Protein,Q99426
REL_0445,R010,Publication,40578509,SUPPORTS,Protein,Q13126
REL_0446,R010,Publication,40578509,SUPPORTS,Protein,P35240
REL_0447,R013,Publication,40578509,SUPPORTS,Disease,DOID: 7474
REL_0448,R010,Publication,32944962,SUPPORTS,Protein,Q99426
REL_0449,R010,Publication,27471125,SUPPORTS,Protein,P35240
REL_0450,R010,Publication,23154820,SUPPORTS,Protein,P42771
REL_0451,R010,Publication,34591234,SUPPORTS,Protein,Q9NZQ7
REL_0452,R010,Publication,29587950,SUPPORTS,Protein,Q15116
REL_0453,R010,Publication,19632747,SUPPORTS,Protein,P15692
REL_0454,R010,Publication,25695684,SUPPORTS,Protein,P08581
REL_0455,R010,Publication,31186014,SUPPORTS,Protein,Q9NZQ7
REL_0456,R010,Publication,31186014,SUPPORTS,Protein,Q15116
REL_0457,R010,Publication,31186013,SUPPORTS,Protein,Q15116
REL_0458,R010,Publication,29602642,SUPPORTS,Protein,P16410
REL_0459,R010,Publication,29602642,SUPPORTS,Protein,Q15116
REL_0460,R010,Publication,17577018,SUPPORTS,Protein,P15692
REL_0461,R010,Publication,27589417,SUPPORTS,Protein,P15692
REL_0462,R010,Publication,31319989,SUPPORTS,Protein,Q15116
REL_0463,R010,Publication,31319989,SUPPORTS,Protein,Q9NZQ7
REL_0464,R010,Publication,25774992,SUPPORTS,Protein,Q9NZQ7
REL_0465,R010,Publication,29105302,SUPPORTS,Protein,Q9NZQ7
REL_0466,R010,Publication,30145072,SUPPORTS,Protein,Q9NZQ7
REL_0467,R010,Publication,33062064,SUPPORTS,Protein,Q9NZQ7
REL_0468,R010,Publication,31200938,SUPPORTS,Protein,Q15116
REL_0469,R010,Publication,33446595,SUPPORTS,Protein,Q9NZQ7
